Days,ALUA,BBAR,BYMA,CEPU,COME,CRES,CVH,EDN,GGAL,HARG,MIRG,PAMP,SUPV,TECO2,TGNO4,TGSU2,TRAN,TXAR,YPFD,AGRO,AUSO,BHIP,BOLT,BPAT,CADO,CELU,CGPA2,DGCU2,DYCA,FERR,FIPL,GARO,GBAN,GCLA,GRIM,HAVA,INVJ,IRCP,IRSA,LEDE,LONG,METR,MOLA,MOLI,MORI,OEST,PATA,POLL,RIGO,SAMI,SEMI,TGLT
2020-09-02,48.05,139.9,527.5,30.9,2.96,42.65,350.5,21.85,125.85,121.0,1218.5,58.45,64.25,172.4,40.45,118.1,23.8,36.0,692.3,18.4,55.0,11.4,4.24,63.8,23.4,24.0,20.15,19.9,63.5,7.4,6.29,7.49,32.5,31.9,29.0,155.0,17.35,222.0,43.2,22.8,5.25,18.25,494.0,93.4,18.5,23.9,38.8,8.15,115.0,138.0,5.91,5.9
2020-09-03,47.65,138.0,531.0,30.05,2.98,41.85,338.0,21.65,125.7,123.5,1204.0,58.25,64.25,166.4,39.7,122.4,23.7,37.9,676.9,18.1,54.0,11.4,4.18,65.0,22.9,24.2,19.6,19.45,63.0,7.5,6.2,7.5,32.5,31.9,28.9,158.0,17.25,215.0,42.4,22.95,5.3,18.15,500.0,92.5,18.35,23.6,38.75,8.93,120.0,135.0,6.16,5.93
2020-09-04,48.45,138.55,554.0,30.05,3.02,42.65,356.5,21.55,126.1,124.0,1205.5,59.1,63.6,166.15,42.1,121.4,23.4,38.3,672.25,18.05,53.4,11.5,4.48,66.2,23.15,25.0,19.6,20.0,63.0,7.5,6.2,7.5,32.7,31.8,28.9,158.0,17.25,215.25,43.35,22.95,5.34,18.05,514.0,92.0,18.8,23.45,38.05,8.93,112.5,132.5,6.08,5.9
2020-09-07,49.2,142.25,573.5,30.35,3.1,42.9,366.5,22.15,129.95,125.75,1192.5,58.6,65.05,167.75,42.65,122.2,23.75,37.85,677.15,18.4,51.3,11.9,4.7,75.0,22.9,24.6,19.4,19.2,63.1,7.05,6.15,7.49,32.7,31.75,28.5,158.0,17.5,220.0,43.25,23.35,5.4,17.9,518.0,91.1,18.85,22.75,38.9,8.93,112.5,132.0,6.12,6.19
2020-09-08,49.5,142.8,599.0,30.45,3.08,42.1,383.5,21.5,128.1,123.0,1165.0,59.2,64.45,166.55,41.15,121.75,24.75,37.65,664.2,18.15,52.2,11.8,4.63,73.2,22.8,24.45,20.45,19.45,63.1,7.42,6.15,7.55,31.0,31.0,28.5,157.0,17.45,220.0,41.8,22.9,5.44,17.65,505.0,89.4,18.2,22.75,38.2,8.94,109.5,132.0,6.04,6.17
2020-09-09,50.8,145.95,617.0,30.7,3.09,41.65,422.0,21.8,131.45,109.0,1181.0,60.5,66.05,176.8,41.35,121.6,25.25,38.45,681.9,18.05,52.0,11.55,4.74,75.0,22.95,24.0,19.65,18.9,58.5,7.5,6.2,7.3,31.5,32.9,28.5,152.5,17.45,210.0,41.75,23.05,5.42,17.4,505.0,91.5,18.3,23.0,38.5,9.0,101.0,131.5,6.06,6.45
2020-09-10,51.2,148.6,618.0,30.6,3.13,41.25,399.5,22.3,133.2,108.5,1219.5,62.0,68.4,186.25,41.55,119.3,25.8,38.85,669.2,18.1,52.5,11.6,4.75,78.2,23.0,23.8,19.55,18.85,58.6,7.2,6.2,7.5,31.55,33.5,28.5,142.5,18.0,214.0,41.9,22.85,5.39,17.6,507.0,91.4,18.15,24.0,38.75,9.5,111.5,132.0,5.97,6.73
2020-09-11,50.2,144.3,593.0,30.3,3.09,40.9,387.0,21.9,127.6,111.0,1221.5,60.95,65.6,178.15,41.85,120.7,25.2,38.75,668.15,17.6,50.7,11.3,4.75,77.7,22.8,23.8,20.0,19.1,58.6,7.25,6.2,7.29,30.15,32.9,28.5,145.0,18.0,230.0,40.85,23.0,5.39,17.65,510.0,91.7,18.1,23.8,39.0,9.4,105.0,130.0,6.0,6.54
2020-09-14,50.2,138.2,570.5,29.75,2.98,40.65,373.5,21.25,121.1,108.75,1208.5,59.1,62.55,182.85,40.1,119.15,24.7,38.1,649.4,17.6,50.5,11.1,4.65,75.4,22.8,23.0,19.4,18.9,61.0,7.25,6.18,7.49,30.25,32.9,28.5,140.0,17.8,220.5,40.35,22.9,5.3,17.0,509.0,89.4,18.4,23.4,38.5,9.4,100.0,128.0,5.89,6.1
2020-09-15,50.3,133.7,576.5,29.75,2.91,39.9,368.0,21.2,118.55,108.0,1192.0,58.85,62.45,196.15,39.45,117.3,24.1,39.1,654.4,17.7,50.8,11.05,4.6,74.5,22.4,22.4,19.4,18.65,60.0,7.25,5.92,7.2,30.25,32.3,28.5,140.0,17.7,219.9,40.0,22.85,5.19,17.2,505.0,86.8,17.85,22.95,37.9,8.6,100.0,127.0,5.88,6.0
2020-09-16,49.4,122.35,537.0,27.5,2.73,38.7,343.5,19.85,107.85,102.5,1113.0,56.65,58.25,186.05,36.55,109.7,22.55,39.55,613.85,16.6,48.9,10.2,4.49,69.0,21.7,21.1,18.6,18.25,59.5,7.0,5.9,7.25,30.25,31.7,26.0,138.0,17.3,216.0,38.15,22.2,4.96,16.8,488.0,85.0,16.65,21.95,36.7,8.6,100.0,124.0,5.66,5.7
2020-09-17,43.5,117.65,487.0,26.45,2.58,37.55,328.5,18.65,102.05,100.0,1059.5,55.1,52.95,186.9,34.0,105.4,21.0,35.85,580.25,15.1,48.7,9.25,4.19,65.0,21.5,19.5,17.4,17.35,57.0,6.94,5.74,6.79,29.5,31.5,26.1,135.0,16.5,229.75,37.7,21.75,4.71,16.45,479.0,83.5,14.9,21.0,36.5,8.3,100.0,117.0,5.5,5.38
2020-09-18,44.5,123.25,496.0,28.05,2.65,38.75,350.5,21.0,107.45,103.75,1130.0,58.8,54.25,194.25,35.05,112.9,22.9,37.1,596.75,15.9,49.3,9.66,4.38,67.0,21.55,20.5,17.85,18.0,58.0,7.2,5.9,6.9,29.6,31.4,26.1,136.0,16.8,225.0,38.95,21.85,4.85,16.75,496.0,85.0,15.6,21.9,36.2,8.3,100.0,119.0,5.55,5.51
2020-09-21,43.0,120.85,479.5,27.55,2.6,38.5,360.0,20.6,105.7,104.0,1129.5,59.05,53.5,193.5,33.75,117.0,23.4,35.4,572.65,15.65,49.7,9.4,4.37,63.0,21.3,20.5,18.7,18.2,58.0,6.9,5.9,6.6,29.6,31.3,26.1,139.0,16.5,225.0,39.75,21.4,4.84,16.7,503.5,84.5,15.35,21.9,37.0,8.26,90.0,118.75,5.47,5.41
2020-09-22,44.6,121.35,490.0,28.6,2.67,39.45,354.5,21.45,104.45,105.5,1122.0,60.4,51.15,195.3,32.95,118.1,23.4,36.0,559.45,16.1,50.3,9.16,4.55,63.1,22.0,20.35,18.5,18.25,55.0,7.2,6.0,6.59,29.8,30.8,26.1,139.0,16.4,220.0,40.2,21.5,4.92,16.8,505.0,83.2,16.0,21.7,37.5,9.0,90.0,122.0,5.57,5.37
2020-09-23,46.55,117.85,506.5,28.9,2.69,39.2,348.0,22.0,103.2,106.75,1139.5,57.65,49.3,198.3,34.6,122.1,23.4,38.1,549.1,17.6,50.0,9.2,4.52,61.9,22.15,20.35,18.45,18.5,53.0,7.0,6.0,6.74,28.0,30.0,25.0,142.5,16.3,238.0,39.2,21.55,4.83,16.75,500.0,84.5,16.6,21.95,38.1,8.65,88.0,125.5,5.44,5.32
2020-09-24,47.1,123.4,523.5,29.55,2.76,39.95,347.5,22.45,110.65,111.75,1151.5,58.0,52.7,193.55,36.85,118.55,24.0,38.35,551.05,18.0,49.85,9.37,4.65,64.3,22.1,21.0,18.9,18.5,54.0,7.29,5.95,6.73,28.0,30.0,25.0,152.0,16.5,268.2,40.45,21.85,5.1,17.7,505.0,86.6,17.4,23.9,36.5,8.4,90.0,129.5,5.58,5.68
2020-09-25,47.45,124.5,529.0,30.85,2.75,42.1,341.5,22.5,107.5,111.75,1157.0,60.3,52.05,190.7,38.2,118.7,24.85,38.9,541.1,18.15,49.8,9.44,4.58,65.2,22.25,21.25,19.0,19.0,52.0,7.0,5.7,6.5,28.3,31.0,25.0,153.0,16.5,272.0,43.6,22.3,4.93,17.7,502.0,85.0,17.55,24.0,36.5,8.4,91.0,127.0,5.55,5.6
2020-09-28,48.45,124.25,527.5,30.1,2.67,40.5,342.0,22.25,106.0,108.25,1172.0,60.4,51.0,193.8,37.45,119.05,24.75,39.9,545.6,17.65,50.3,9.41,4.54,66.5,22.4,21.85,19.2,19.1,52.0,7.0,5.9,6.6,28.0,31.4,25.0,152.0,16.5,261.0,41.2,22.95,5.0,17.5,501.0,85.0,17.0,23.7,36.6,8.6,91.0,127.75,5.55,5.41
2020-09-29,49.8,122.65,526.5,31.1,2.59,39.7,349.5,21.8,107.2,106.0,1158.0,60.45,52.4,188.3,37.3,118.1,24.7,40.95,539.7,17.75,49.5,9.25,4.87,64.3,22.15,20.75,19.0,19.05,54.0,6.95,5.88,6.79,29.4,31.2,25.0,149.0,16.0,263.0,40.45,23.1,4.96,17.5,504.0,85.5,16.5,24.3,36.5,8.6,91.0,129.0,5.6,5.36
2020-09-30,46.8,121.5,501.0,30.15,2.53,40.05,339.5,22.75,105.9,108.25,1128.5,59.65,51.75,184.0,36.45,116.6,24.7,38.75,516.7,17.95,49.8,9.35,5.01,64.5,21.65,20.65,19.25,18.75,54.0,6.96,5.9,6.74,29.4,31.2,25.0,145.0,17.0,262.5,40.35,23.3,5.04,17.55,510.5,89.1,16.55,23.85,36.3,8.6,91.0,128.75,5.63,5.52
2020-10-01,48.0,125.5,524.0,31.3,2.67,43.2,343.0,23.3,108.95,109.0,1144.0,61.7,54.15,194.65,37.8,125.05,25.65,40.25,549.6,18.0,50.2,9.45,4.99,65.9,22.15,21.0,19.4,18.85,54.0,7.0,5.81,6.75,29.4,32.85,22.6,143.0,17.15,269.5,42.6,23.3,5.11,17.75,514.0,91.0,17.0,23.5,38.0,8.6,91.0,130.0,5.69,5.66
2020-10-02,49.9,128.15,525.5,31.75,2.71,42.8,346.5,23.35,109.45,112.0,1133.5,64.55,53.95,201.25,38.6,126.8,25.9,41.0,560.0,18.2,50.5,9.54,5.0,65.8,22.1,20.6,19.2,19.15,60.0,7.1,5.75,6.7,30.0,32.9,23.0,144.0,17.0,275.0,42.75,23.95,5.0,17.85,534.0,91.1,17.1,23.5,38.5,8.6,100.0,129.0,5.7,5.69
2020-10-05,50.9,129.85,539.0,31.7,2.74,43.45,348.5,23.1,107.8,116.0,1134.0,65.85,52.1,205.65,38.5,129.65,26.05,42.4,579.0,18.0,51.0,9.52,4.97,64.9,22.3,20.4,19.4,19.45,59.9,7.25,5.74,6.79,30.0,32.75,22.7,143.0,16.95,275.0,44.0,23.45,5.02,17.85,538.0,90.7,17.0,23.4,38.4,8.6,100.0,126.0,5.78,5.7
2020-10-06,53.2,125.35,528.5,32.45,2.61,44.45,345.0,21.95,105.2,117.0,1115.0,63.15,49.9,211.3,37.5,131.1,25.9,47.4,561.0,17.7,51.0,9.6,4.9,65.0,22.2,21.0,19.2,19.15,62.0,7.02,5.76,7.1,30.0,32.0,23.5,140.0,16.75,286.0,44.1,23.55,5.07,17.75,545.0,89.5,16.7,22.7,38.9,7.6,100.0,128.0,5.74,5.53
2020-10-07,54.0,124.05,530.0,33.65,2.56,45.9,354.0,21.5,106.5,115.75,1092.0,63.85,50.0,211.25,38.2,128.45,24.85,47.65,567.6,17.75,50.6,9.31,4.77,66.8,22.25,20.85,19.0,18.9,60.5,7.05,5.72,7.06,30.0,31.9,23.9,136.0,16.3,288.0,44.8,23.45,5.01,17.5,550.0,89.6,17.0,22.7,38.75,7.6,95.0,129.75,5.72,5.41
2020-10-08,53.0,128.1,529.5,34.25,2.64,47.15,361.5,21.85,109.95,115.25,1100.0,64.8,51.2,220.85,38.95,129.95,24.85,46.45,586.45,17.95,50.9,9.36,4.73,67.9,22.9,20.5,19.2,19.1,62.0,7.15,5.76,7.0,30.0,33.0,24.1,135.0,16.95,278.0,45.6,23.55,5.04,17.2,585.0,89.8,16.7,23.2,38.4,8.0,100.25,125.5,5.71,5.46
2020-10-09,52.8,129.1,536.0,33.65,2.62,48.35,362.5,22.3,107.8,116.25,1063.0,66.65,51.35,226.0,39.45,134.0,24.6,46.8,610.6,17.95,50.0,9.41,4.6,68.7,22.85,20.6,19.05,18.65,63.0,7.18,5.8,6.99,29.85,33.0,24.1,135.0,17.0,283.0,46.85,23.65,5.02,17.6,600.0,89.6,16.35,23.0,38.2,8.0,100.0,123.0,5.64,5.34
2020-10-13,51.1,127.1,529.0,34.8,2.7,49.7,360.0,22.75,107.8,116.25,1050.0,71.05,50.3,231.55,41.0,142.85,25.6,45.85,594.55,17.85,50.5,9.29,4.47,66.2,22.85,20.35,19.0,18.75,64.0,7.18,5.8,6.9,29.85,33.25,24.0,135.0,17.0,275.0,47.0,23.45,5.0,17.6,595.0,88.1,16.0,22.4,37.75,8.5,100.0,120.0,5.55,5.22
2020-10-14,52.7,130.7,532.0,36.45,2.72,50.95,374.0,23.85,107.75,117.5,1089.5,75.1,51.0,238.35,42.3,150.2,26.35,47.6,611.45,17.6,50.8,9.3,4.46,67.9,23.3,21.15,18.9,18.75,65.0,7.22,5.8,6.9,30.1,32.8,25.0,134.0,17.0,280.5,48.8,24.0,5.04,17.6,627.0,89.5,15.9,22.45,37.15,8.7,108.0,125.75,5.58,5.31
2020-10-15,54.2,134.2,536.5,35.65,2.76,50.05,382.0,24.7,109.7,117.0,1079.0,77.45,52.5,238.0,42.5,156.0,26.3,49.6,617.6,17.7,53.8,9.3,4.77,69.1,23.15,20.8,19.2,19.2,65.0,7.22,5.9,6.87,30.1,32.0,24.0,134.75,17.0,300.0,51.0,24.7,4.95,17.45,634.0,91.5,16.2,23.45,37.6,8.7,108.5,128.5,5.67,5.6
2020-10-16,53.7,142.6,527.0,35.95,2.72,49.35,402.0,26.4,114.3,118.0,1112.5,78.1,54.8,240.1,43.15,158.35,26.4,51.1,607.0,17.95,51.5,9.31,4.78,71.4,24.5,20.75,20.0,20.0,65.0,7.56,5.91,7.49,31.0,32.8,24.0,135.0,16.8,300.0,51.05,24.5,5.1,17.55,645.0,92.0,17.5,22.95,37.2,9.55,110.0,130.75,5.8,5.79
2020-10-19,50.9,142.3,530.5,37.3,2.8,49.1,415.0,29.05,115.35,119.5,1143.0,78.85,57.05,243.6,46.2,163.45,28.3,49.6,589.95,18.3,52.2,9.63,4.64,71.2,24.2,21.5,21.7,21.5,68.0,8.24,6.0,8.25,31.6,33.45,26.0,130.0,16.75,305.0,53.0,24.9,5.3,19.85,653.0,95.0,17.75,22.95,38.5,9.95,109.0,133.0,5.83,5.72
2020-10-20,51.0,142.15,540.5,39.0,2.83,49.6,420.5,29.5,113.75,118.25,1207.5,81.2,56.35,256.95,48.3,166.7,29.45,51.3,597.45,18.4,51.5,9.7,4.6,71.9,23.55,20.9,21.4,21.85,70.0,8.2,6.0,8.25,32.5,33.0,27.95,130.0,16.5,300.0,56.8,24.45,5.48,21.0,650.0,93.8,17.35,22.9,38.7,9.75,108.5,139.0,5.75,5.56
2020-10-21,52.2,146.05,548.0,39.4,2.85,51.2,427.0,28.95,115.0,118.5,1219.5,79.55,57.2,265.75,49.65,163.75,29.95,52.6,586.55,18.2,50.8,9.75,4.55,72.4,24.1,21.3,21.7,22.2,70.0,8.4,6.2,8.5,32.0,32.15,26.8,130.0,16.25,310.0,55.2,24.8,5.79,20.4,694.0,93.5,17.1,22.35,38.5,9.5,108.0,142.0,5.79,5.55
2020-10-22,52.3,156.1,539.5,40.75,2.83,51.9,426.5,29.25,119.9,119.75,1285.0,84.3,59.25,269.95,49.1,170.6,30.7,53.4,622.65,18.4,50.8,10.2,4.61,72.4,24.15,21.95,21.95,22.2,73.0,8.5,6.18,8.5,31.9,32.9,27.0,139.0,16.4,310.4,53.7,25.5,5.76,21.25,728.0,97.0,17.7,22.6,39.0,9.5,108.0,141.5,5.88,6.29
2020-10-23,52.8,157.0,556.5,41.0,2.87,56.4,414.0,30.55,118.8,118.0,1295.0,85.45,59.3,264.15,48.5,173.6,30.95,57.6,640.5,18.8,50.9,10.2,4.68,71.0,24.5,22.0,21.3,21.35,74.0,8.45,6.2,8.5,31.6,33.9,28.2,136.0,16.75,320.0,55.45,25.7,5.79,21.15,729.0,95.5,16.95,22.7,39.2,9.68,106.0,139.75,5.83,6.61
2020-10-26,51.3,144.3,530.0,39.75,2.78,53.4,383.5,29.45,112.2,113.75,1233.5,81.5,54.8,239.6,44.45,157.6,29.15,56.1,594.95,18.5,50.5,9.79,4.48,68.2,24.1,21.4,20.5,21.0,75.0,8.4,6.48,8.49,31.0,33.5,28.2,136.0,16.55,324.35,51.0,25.8,5.66,20.9,729.0,90.6,16.0,22.6,38.3,9.9,107.0,135.0,5.75,6.01
2020-10-27,49.65,134.8,531.0,37.05,2.65,49.1,358.0,27.65,106.05,109.75,1205.0,77.65,51.7,222.35,42.75,147.0,27.35,51.1,562.05,17.0,49.0,9.5,4.3,66.3,22.7,21.0,19.8,20.1,74.0,8.2,6.54,8.2,31.0,32.5,28.2,136.0,16.85,325.0,48.65,26.25,5.39,20.4,697.0,86.7,15.6,22.4,38.1,9.9,106.0,127.5,5.69,5.84
2020-10-28,47.0,122.3,499.5,34.15,2.42,46.25,350.5,25.7,97.95,105.0,1140.5,69.75,50.0,205.3,40.6,143.5,26.15,49.05,511.0,16.75,46.8,9.24,4.09,61.0,22.2,19.95,18.95,19.6,73.5,8.0,6.45,7.7,31.0,31.25,28.0,130.0,16.25,310.0,46.65,24.9,5.15,19.1,674.0,88.0,15.5,21.5,36.0,9.7,100.0,123.0,5.58,5.43
2020-10-29,48.8,124.25,519.0,36.15,2.44,49.45,372.5,26.75,100.55,110.25,1157.0,70.85,53.45,206.95,42.4,154.2,26.85,51.3,515.05,17.35,48.5,9.28,4.28,64.9,22.75,21.0,19.95,19.75,73.5,8.3,6.6,8.0,30.4,31.9,27.5,139.0,16.3,310.0,52.3,25.0,5.2,19.7,673.0,89.0,15.4,22.0,36.5,9.7,102.0,128.0,5.6,5.55
2020-10-30,51.4,125.5,524.0,34.1,2.38,49.0,384.5,26.45,96.4,114.25,1156.0,73.05,51.75,196.25,41.4,152.95,26.15,57.9,510.4,16.85,47.9,9.25,4.23,63.5,23.0,21.0,20.1,19.85,73.5,8.6,6.58,8.4,30.4,33.0,27.75,136.0,16.45,300.0,55.75,25.5,5.14,19.1,675.0,89.3,15.15,21.85,35.5,9.7,105.0,129.0,5.3,5.47
2020-11-02,51.5,139.65,545.0,34.95,2.5,53.8,421.5,27.0,107.85,115.25,1238.5,74.95,57.3,208.55,43.4,160.8,27.9,57.7,521.45,17.4,49.85,9.75,4.44,67.0,23.2,22.0,20.95,19.95,75.0,8.51,6.6,8.75,31.0,34.9,27.75,136.0,16.5,294.8,64.75,25.95,5.24,19.1,689.0,90.3,14.9,22.25,35.5,9.7,100.0,130.5,5.5,5.7
2020-11-03,49.9,139.05,557.5,36.7,2.59,54.95,410.5,27.25,108.85,116.0,1272.0,74.95,57.15,204.95,44.0,163.75,28.2,57.2,545.3,18.1,49.9,9.83,4.5,67.5,23.1,22.4,20.85,20.7,75.0,8.5,6.7,8.55,31.0,34.7,27.5,139.0,16.8,308.0,59.0,26.0,5.3,19.15,697.0,92.0,15.3,22.5,38.0,9.0,100.0,133.25,5.65,5.67
2020-11-04,49.45,136.25,532.0,35.55,2.55,53.5,408.0,26.6,107.35,117.0,1258.0,77.0,56.1,201.4,44.05,155.55,27.65,54.5,534.45,18.0,49.0,9.84,4.35,66.0,23.0,22.0,20.1,20.3,75.0,8.5,6.67,8.77,31.05,34.5,27.5,139.0,16.95,308.0,56.0,26.3,5.22,19.0,695.0,88.2,15.1,22.5,38.0,9.45,100.0,134.0,5.69,5.62
2020-11-05,49.75,143.85,556.5,36.9,2.61,55.45,409.5,27.45,115.0,117.75,1259.5,75.95,58.1,204.8,43.85,156.45,28.55,55.3,570.7,18.1,50.8,10.05,4.39,68.4,23.2,22.65,20.25,20.6,78.0,8.5,6.52,9.0,31.2,33.8,26.95,137.0,16.95,308.0,57.6,26.5,5.25,18.7,700.0,90.0,16.1,22.4,38.2,9.4,100.0,135.0,5.75,5.85
2020-11-06,49.95,142.85,549.5,38.45,2.65,54.35,407.0,27.95,115.25,116.25,1256.5,78.6,57.05,206.45,44.2,160.0,28.95,54.7,555.4,18.2,50.6,9.95,4.39,68.4,23.8,22.85,20.0,20.55,78.0,8.45,6.7,9.28,31.2,34.75,26.95,135.0,17.0,310.0,58.7,26.5,5.1,18.75,711.0,91.5,16.1,22.75,38.2,9.4,100.0,135.0,5.7,5.75
2020-11-09,50.4,153.4,555.0,37.8,2.75,56.45,415.0,27.6,122.3,117.75,1264.0,76.5,59.9,211.45,45.4,155.1,29.0,53.6,608.75,18.4,50.9,10.35,4.5,69.7,23.7,22.45,19.85,20.7,76.0,8.6,6.94,9.2,33.0,35.0,29.0,139.5,17.0,305.0,58.85,26.4,5.29,19.1,710.0,89.9,16.0,22.8,38.5,9.4,100.0,136.0,5.65,5.79
2020-11-10,49.1,162.85,577.0,38.65,2.79,56.25,435.0,28.8,128.75,117.25,1268.0,78.6,64.5,225.5,45.8,156.3,29.7,52.5,703.4,20.35,50.5,10.6,4.59,72.5,24.25,22.9,20.25,20.35,76.0,8.6,7.09,9.22,34.0,35.0,29.0,136.0,16.8,305.0,61.75,26.75,5.33,19.3,734.0,90.8,16.6,22.5,38.5,8.51,100.0,135.0,5.7,5.79
2020-11-11,49.85,157.4,599.0,37.6,2.71,56.0,455.0,28.9,125.7,119.0,1264.0,80.95,61.95,218.15,45.55,160.75,30.2,52.5,670.15,21.0,51.8,10.15,4.57,71.0,24.0,23.0,20.2,19.9,77.8,8.9,7.0,9.3,33.0,36.05,28.9,138.0,16.9,329.1,61.2,26.9,5.45,19.1,734.0,91.0,16.25,22.4,38.9,8.51,99.0,132.75,5.73,5.72
2020-11-12,49.55,149.0,582.5,35.95,2.67,54.05,426.5,27.75,119.1,118.25,1272.0,77.8,58.2,203.85,43.85,159.4,28.05,50.7,648.85,19.95,51.3,9.8,4.39,69.0,23.85,22.75,20.3,19.5,76.0,8.8,7.0,9.5,33.0,35.0,28.9,139.0,16.8,325.0,59.3,26.9,5.35,19.0,736.0,88.4,16.15,22.4,38.2,8.5,97.0,130.5,5.65,5.69
2020-11-13,49.4,154.0,579.5,36.15,2.71,52.7,451.5,27.4,120.55,117.75,1309.0,78.35,59.9,203.4,42.7,158.05,27.85,49.05,673.85,19.75,51.7,10.0,4.35,69.8,23.15,22.5,20.45,18.95,75.5,8.78,7.0,9.48,33.0,35.5,29.0,138.0,17.0,365.75,61.3,27.6,5.25,19.1,739.0,90.5,16.45,22.4,38.0,8.5,97.0,131.75,5.69,5.59
2020-11-16,49.9,156.4,598.5,37.55,2.67,55.2,447.0,27.75,123.85,119.25,1318.5,80.45,60.25,206.45,42.65,157.0,27.9,49.95,701.05,20.2,54.7,9.95,4.7,70.0,23.75,22.5,20.7,18.7,77.9,9.0,7.1,9.45,33.0,38.4,28.9,138.0,16.95,388.0,63.15,28.45,5.3,18.95,747.0,89.4,17.65,23.7,39.0,8.99,94.0,129.75,5.7,5.61
2020-11-17,49.8,159.85,616.0,38.15,2.65,58.3,438.5,27.5,127.1,117.5,1296.5,79.95,61.45,201.15,42.6,162.6,28.0,51.1,718.1,20.15,63.3,10.0,4.51,70.5,23.8,22.5,20.0,19.0,75.0,9.2,6.9,9.46,34.0,37.5,30.0,135.0,16.95,498.45,66.15,29.95,5.27,19.0,743.0,89.6,18.0,27.5,38.5,8.8,94.0,127.0,5.7,5.64
2020-11-18,49.4,152.15,615.5,37.1,2.58,60.3,432.5,27.55,124.0,113.5,1287.0,78.35,58.4,207.3,42.85,157.55,27.0,50.8,725.7,20.4,62.0,9.92,4.44,70.0,23.3,22.2,19.95,18.85,72.0,9.03,6.9,9.39,32.5,37.85,30.0,138.0,16.95,504.5,70.05,29.4,5.4,18.95,750.0,89.5,17.3,26.8,38.0,8.5,96.0,127.0,5.7,5.59
2020-11-19,48.05,152.5,600.0,38.25,2.58,58.3,425.5,26.7,124.95,113.25,1298.5,78.05,57.55,213.6,42.4,154.75,26.7,50.1,708.95,20.3,61.5,9.96,4.33,70.5,23.55,22.25,19.5,18.95,71.0,9.2,6.9,9.42,32.0,38.4,31.0,137.0,16.95,514.9,72.5,29.35,5.55,19.5,755.0,88.7,17.3,26.25,37.7,8.8,96.0,128.0,5.64,5.63
2020-11-20,48.0,154.65,600.0,37.15,2.55,60.0,416.5,25.95,124.15,115.5,1293.5,80.6,57.6,215.8,42.35,161.5,26.4,50.4,727.45,20.0,61.4,10.0,4.38,68.5,23.95,22.0,19.85,19.2,71.0,9.15,7.0,9.45,32.0,37.5,30.0,138.0,16.9,438.5,70.4,30.7,5.5,18.6,723.0,87.1,16.9,25.95,37.4,9.64,90.0,126.75,5.6,5.66
2020-11-24,49.05,164.7,610.5,38.1,2.61,59.65,432.0,26.5,131.8,118.5,1285.5,83.45,60.15,233.3,43.1,168.75,27.0,51.9,803.55,19.65,69.0,10.25,4.4,71.0,23.95,22.0,20.0,20.0,74.0,9.1,7.2,9.49,32.0,39.0,30.0,136.0,16.4,441.7,69.4,31.7,5.6,19.0,746.0,86.5,16.9,26.6,37.7,9.63,90.5,124.75,5.64,5.71
2020-11-25,50.9,166.4,610.0,39.05,2.59,58.55,430.0,26.45,131.15,125.5,1271.0,83.1,60.8,239.5,46.0,167.05,27.2,52.8,771.5,19.2,71.0,9.99,4.47,69.8,23.9,22.0,20.75,20.75,76.0,9.2,7.19,9.4,32.0,38.5,30.0,136.0,16.3,416.0,67.8,31.45,5.52,19.2,724.0,86.7,16.7,27.9,38.0,9.6,96.0,124.5,5.6,5.61
2020-11-26,52.9,166.75,603.5,38.3,2.62,59.15,435.5,26.45,131.45,127.5,1256.0,83.2,61.2,234.45,46.55,168.95,27.2,54.0,779.85,19.55,73.5,10.05,4.52,70.4,23.7,22.0,20.95,21.35,77.0,9.26,7.18,9.4,35.0,38.5,30.0,132.5,16.75,412.1,66.5,31.95,5.59,19.5,727.5,89.2,16.7,29.9,38.0,9.6,96.0,125.0,5.64,5.73
2020-11-27,53.5,175.1,608.0,39.0,2.62,58.0,436.0,27.4,136.1,128.0,1312.0,82.9,62.7,239.35,46.45,165.35,29.2,53.3,812.65,19.6,71.8,10.1,4.52,71.5,23.25,22.25,21.25,20.65,75.0,9.78,7.2,9.5,35.0,38.7,27.0,133.0,16.55,398.0,65.6,32.35,5.62,19.5,710.0,88.7,16.9,29.7,37.35,9.0,96.9,125.75,5.65,5.63
2020-11-30,52.6,171.6,606.5,39.45,2.58,58.7,432.0,26.65,130.6,123.25,1301.5,84.65,60.2,247.65,45.1,162.5,29.25,54.3,765.4,19.1,70.5,9.9,4.5,70.0,23.25,22.0,21.2,21.0,76.0,10.4,7.19,9.57,35.0,38.6,27.05,135.0,16.35,379.0,64.0,33.3,5.6,19.5,696.0,90.0,16.65,29.45,38.4,9.8,100.0,121.0,5.6,5.5
2020-12-01,52.8,170.35,605.0,38.65,2.65,59.15,419.5,27.1,132.15,122.5,1319.0,84.0,60.2,243.8,46.05,167.8,31.3,54.8,788.4,19.25,71.2,9.99,4.5,71.2,23.25,22.0,21.45,21.55,77.0,10.45,7.19,9.53,35.0,38.0,27.0,135.0,16.4,395.0,64.05,32.8,5.6,19.0,714.0,89.9,16.55,29.25,38.6,9.79,100.0,120.0,5.62,5.6
