Days,ALUA,BBAR,BYMA,CEPU,COME,CRES,CVH,EDN,GGAL,HARG,MIRG,PAMP,SUPV,TECO2,TGNO4,TGSU2,TRAN,TXAR,YPFD,AGRO,AUSO,BHIP,BOLT,BPAT,CADO,CELU,CGPA2,DGCU2,DYCA,FERR,FIPL,GARO,GBAN,GCLA,GRIM,HAVA,INVJ,IRCP,IRSA,LEDE,LONG,METR,MOLA,MOLI,MORI,OEST,PATA,POLL,RIGO,SAMI,SEMI,TGLT
2021-03-11,41.6,142.1,639.5,32.95,2.36,72.95,293.5,26.3,116.45,123.75,1475.5,84.0,56.0,171.85,37.1,137.1,23.85,45.6,652.9,18.55,52.0,8.4,3.61,68.8,24.5,19.7,18.8,18.0,67.0,10.2,6.1,12.9,28.3,39.2,32.0,140.5,15.8,386.85,60.5,35.0,6.25,18.15,650.0,74.0,15.25,22.75,31.0,9.01,135.0,112.5,5.2,3.5
2021-03-12,43.25,144.0,628.5,32.7,2.39,72.75,289.5,26.25,119.3,125.5,1473.0,86.3,56.0,170.9,37.4,139.8,24.95,46.9,656.45,18.5,52.5,8.41,3.59,69.5,25.2,19.6,18.4,18.5,64.0,10.4,5.97,15.5,28.3,40.3,32.5,135.0,16.5,387.0,60.0,34.9,6.3,18.1,656.0,76.1,15.2,22.5,31.1,9.01,135.0,113.0,5.29,3.55
2021-03-15,45.3,150.4,640.5,34.75,2.52,75.55,298.0,27.0,123.2,125.25,1486.5,87.8,58.9,175.4,39.35,140.35,25.4,47.75,673.4,18.7,53.0,8.5,3.6,68.0,25.2,20.15,18.65,18.3,70.0,10.45,6.1,16.15,28.3,41.15,32.0,135.0,16.9,388.0,62.75,36.35,6.38,18.55,682.5,80.6,15.15,23.0,31.45,9.01,139.0,112.0,5.25,3.79
2021-03-16,45.35,147.2,641.0,33.25,2.54,74.55,295.5,26.45,120.2,125.0,1492.0,87.5,58.3,172.05,38.7,140.45,24.7,46.8,651.9,18.9,51.3,8.41,3.52,66.5,25.25,20.25,18.8,18.2,79.0,10.5,6.1,16.25,28.3,41.0,32.5,140.0,16.75,380.65,60.5,36.6,6.4,18.75,694.0,79.5,15.1,23.0,31.0,9.0,135.0,110.75,5.25,3.72
2021-03-17,45.2,144.5,636.5,32.65,2.53,73.55,299.0,26.15,120.45,124.25,1496.5,88.45,57.45,176.1,37.85,142.2,24.0,46.65,675.75,18.95,52.3,8.42,3.5,67.5,25.4,20.2,18.95,18.4,85.0,10.5,6.15,16.3,31.0,42.0,32.5,135.0,16.45,384.0,61.4,36.9,6.36,18.5,697.5,79.0,15.1,23.0,30.5,9.0,135.0,112.0,5.25,3.73
2021-03-18,44.1,138.15,626.0,31.95,2.41,70.6,292.5,25.65,117.85,125.0,1488.0,87.5,54.25,171.15,36.15,137.55,23.35,45.4,650.95,18.75,52.6,8.36,3.4,68.0,25.25,20.0,18.4,18.0,85.0,10.0,6.15,16.0,31.0,42.5,32.5,130.0,16.4,388.5,59.05,35.45,6.35,18.15,702.0,77.6,14.85,23.0,30.0,9.0,135.0,110.0,5.21,3.74
2021-03-19,43.4,139.35,630.0,32.0,2.48,72.5,300.5,25.9,118.7,127.0,1599.0,87.8,55.2,174.2,36.65,136.15,22.7,45.75,656.1,18.5,53.0,8.3,3.36,69.0,24.95,19.9,18.8,17.65,80.8,10.15,6.2,16.0,31.0,48.5,32.5,130.0,16.9,388.0,59.7,36.2,6.48,18.0,702.0,77.6,14.8,23.0,30.0,9.0,137.0,108.0,5.21,3.72
2021-03-22,44.3,140.45,630.5,31.3,2.41,72.7,312.5,25.9,117.25,123.75,1614.0,88.5,54.85,175.55,36.45,135.8,23.1,48.45,647.7,18.3,52.5,8.3,3.25,68.0,26.0,19.9,18.7,17.8,74.1,10.05,6.25,15.95,31.0,47.0,32.5,135.0,17.0,385.0,57.95,36.8,6.55,18.05,700.0,79.0,14.3,23.4,30.0,9.0,139.0,109.0,5.25,3.65
2021-03-23,44.55,138.95,636.0,31.3,2.4,71.15,300.5,26.0,116.55,125.5,1606.5,86.75,54.7,168.8,35.7,133.0,23.05,49.15,618.3,18.0,53.1,8.17,3.26,68.5,26.0,19.45,18.05,17.9,81.0,10.05,6.2,15.9,31.0,47.0,30.0,135.0,17.0,374.0,57.25,36.3,6.45,18.0,701.0,77.8,13.95,23.0,30.0,9.0,138.0,110.0,5.25,3.58
2021-03-25,42.3,132.6,621.5,30.3,2.34,69.0,285.5,25.3,111.65,124.75,1577.5,84.0,51.45,163.2,33.75,130.65,22.5,47.0,601.05,17.6,52.5,8.0,3.14,67.1,25.85,19.4,17.9,17.5,81.0,10.0,6.0,16.0,31.0,48.0,30.0,145.0,17.0,355.0,56.0,35.6,6.3,18.35,699.0,73.5,13.65,22.5,30.0,9.0,134.0,106.25,5.22,3.51
2021-03-26,43.1,129.65,625.5,30.0,2.3,69.1,269.5,25.15,110.15,126.0,1589.0,81.35,51.05,157.0,33.0,130.85,22.05,46.85,596.1,17.7,51.9,8.0,3.14,67.1,26.2,19.75,17.6,17.65,81.0,9.9,6.2,16.0,31.0,48.45,31.0,140.0,17.0,350.0,54.8,35.45,6.4,18.5,697.0,74.0,13.85,22.5,30.0,8.55,135.0,103.0,5.25,3.46
2021-03-29,45.4,133.75,623.5,30.35,2.31,74.0,262.5,25.35,109.2,126.0,1579.5,85.2,49.95,158.55,33.9,139.45,22.3,49.9,591.35,17.55,51.8,7.98,3.16,67.9,26.5,19.95,18.0,17.55,77.0,9.8,6.15,15.95,31.0,47.9,32.9,145.0,16.5,355.0,54.5,35.4,6.63,18.05,699.0,74.9,14.2,22.7,30.0,8.9,135.0,103.5,5.19,3.44
2021-03-30,47.4,132.8,630.0,30.95,2.39,76.0,265.5,26.0,112.75,124.75,1584.0,86.5,51.05,157.45,34.15,139.6,22.65,50.7,597.4,18.9,52.4,8.02,3.2,68.0,26.5,19.7,17.2,17.6,78.5,9.9,6.1,15.8,31.0,46.0,32.9,144.0,17.0,365.0,56.95,35.45,6.75,17.95,700.0,75.0,14.0,22.6,30.0,9.0,135.0,102.5,5.13,3.48
2021-03-31,47.0,130.0,628.0,32.3,2.38,77.2,275.0,25.55,111.4,129.0,1587.5,86.0,50.05,161.4,33.4,139.1,22.3,50.1,598.1,18.9,52.5,7.96,3.25,68.0,27.0,19.65,17.15,17.65,78.0,9.7,6.1,15.95,28.0,45.0,32.9,144.0,16.5,367.0,55.8,38.4,6.79,17.8,687.0,75.5,15.25,22.75,30.0,9.5,135.0,104.0,5.25,3.5
2021-04-05,47.15,131.9,628.0,32.75,2.38,80.95,267.5,25.95,112.85,130.25,1594.5,87.9,51.75,162.0,33.05,142.8,22.45,50.7,606.2,18.65,52.8,7.98,3.19,68.0,27.25,19.2,17.6,17.65,77.9,9.7,6.1,15.95,26.5,44.0,,140.0,16.5,362.0,57.7,36.25,6.9,17.35,698.5,74.9,14.9,22.75,30.65,,,105.0,5.39,3.44
2021-04-06,48.65,135.95,633.0,33.55,2.45,85.35,277.5,26.9,116.35,134.25,1617.5,90.4,53.0,172.05,34.9,144.1,23.1,52.2,646.6,19.0,53.2,8.1,3.22,68.0,27.15,19.0,17.5,17.85,75.1,10.0,6.1,15.85,28.0,42.3,35.0,138.0,16.9,369.0,60.6,36.85,6.77,17.5,717.0,75.1,14.9,22.75,31.0,9.7,134.25,107.5,5.6,3.46
2021-04-07,48.1,132.9,633.5,33.25,2.47,83.6,279.5,27.15,116.65,135.0,1617.5,88.5,52.35,175.1,34.3,139.0,23.2,52.8,639.95,19.0,54.8,8.09,3.19,68.5,26.8,19.25,17.5,17.6,79.0,9.97,6.2,15.95,28.0,42.0,35.0,145.0,16.95,360.0,60.1,37.25,6.81,17.5,717.0,76.0,15.55,22.75,31.7,9.8,132.5,109.0,5.55,3.42
2021-04-08,48.55,134.95,629.5,33.25,2.44,85.15,278.0,27.4,115.8,131.0,1609.5,87.6,52.3,171.3,34.25,140.15,22.9,51.6,625.5,19.6,54.9,8.06,3.14,69.0,27.25,19.3,17.45,17.35,77.0,9.95,6.1,16.0,27.9,41.8,35.0,140.0,16.9,358.0,59.0,37.15,6.88,18.15,730.0,76.0,15.6,22.5,32.0,9.8,132.0,107.75,5.39,3.42
2021-04-09,48.25,134.05,632.0,32.45,2.43,87.55,271.5,27.1,113.5,126.75,1608.5,87.0,51.25,162.9,34.15,138.6,22.8,50.9,604.25,19.3,53.8,8.0,3.04,68.9,29.6,19.0,17.45,17.45,75.0,9.51,6.1,16.0,27.5,41.55,34.6,138.0,16.7,352.05,59.85,37.25,6.84,18.05,737.5,77.5,15.6,22.0,32.0,8.9,132.0,111.5,5.44,3.43
2021-04-12,47.05,130.4,629.0,31.7,2.38,88.95,265.5,27.35,110.2,125.25,1590.0,88.55,52.25,156.9,33.5,135.45,22.65,50.1,593.15,19.25,52.1,7.89,3.0,67.5,28.5,18.6,17.5,17.5,74.8,9.45,6.15,15.9,27.5,40.75,34.6,138.0,16.85,350.0,59.6,40.0,6.76,17.85,779.5,74.4,15.1,21.9,31.6,9.0,131.5,114.75,5.4,3.41
2021-04-13,47.05,129.3,631.0,31.55,2.37,85.15,267.0,26.9,110.3,125.5,1576.5,85.9,50.45,153.5,33.2,130.85,22.9,50.3,588.4,18.75,52.5,7.97,2.91,68.0,29.9,18.65,17.5,17.4,74.8,9.5,6.2,15.8,27.5,41.95,34.6,134.0,16.5,350.0,63.0,39.7,6.71,17.35,789.0,73.2,15.15,22.0,31.5,9.0,131.0,115.5,5.41,3.35
2021-04-14,46.55,127.65,631.0,31.0,2.31,83.4,268.5,27.0,110.2,127.0,1578.0,84.85,49.45,154.4,33.0,128.25,22.15,49.7,588.2,18.7,52.5,7.91,2.88,67.2,29.6,18.65,17.45,17.0,74.8,9.4,6.15,15.5,27.5,41.2,34.6,134.5,16.6,350.0,61.35,38.85,6.7,17.35,790.0,72.5,14.9,22.0,31.5,9.0,125.0,112.5,5.35,3.33
2021-04-15,45.05,126.45,629.0,30.7,2.32,85.55,267.0,26.4,109.7,127.0,1578.5,84.95,48.95,152.65,32.0,128.25,21.7,49.75,586.0,18.15,54.9,7.7,2.83,66.5,29.5,19.0,17.15,17.0,74.8,9.3,6.1,15.5,27.5,40.0,34.6,144.0,16.5,344.6,58.4,38.7,6.68,17.15,786.0,74.1,15.8,21.9,31.5,9.0,125.0,110.75,5.38,3.31
2021-04-16,44.65,131.0,629.0,31.65,2.36,85.4,264.0,27.0,111.0,127.0,1590.5,87.7,50.2,150.7,32.45,131.1,22.1,50.5,591.3,18.8,53.0,7.9,2.92,67.0,28.9,19.25,16.9,16.9,74.8,9.2,6.0,15.45,27.5,41.45,34.6,143.5,16.5,346.0,57.15,38.55,6.7,17.05,798.0,75.0,15.55,21.9,31.5,9.0,120.0,113.5,5.49,3.29
2021-04-19,44.5,132.35,629.0,31.8,2.37,85.0,258.0,26.75,112.55,130.25,1580.0,88.8,50.6,150.0,32.45,138.0,22.1,51.1,590.3,19.75,53.9,7.83,2.88,67.0,29.7,19.0,16.5,17.05,75.0,9.2,6.0,15.45,27.5,40.0,34.6,137.0,16.7,345.15,56.45,38.4,7.0,17.4,789.0,74.0,15.2,22.1,31.5,8.7,120.0,112.0,5.41,3.26
2021-04-20,43.35,129.4,630.0,31.35,2.34,82.75,251.5,26.5,109.35,130.5,1510.0,87.3,50.9,145.6,31.7,132.8,21.5,49.95,573.5,19.85,52.9,7.66,2.84,66.7,29.45,18.9,16.5,16.7,74.5,9.09,6.09,15.45,27.5,40.55,34.6,139.0,15.5,341.0,55.8,37.35,6.78,17.0,775.0,74.0,15.15,21.9,30.8,8.5,122.0,107.25,5.3,3.22
2021-04-21,43.95,132.1,640.0,31.7,2.35,84.5,257.5,27.25,110.65,131.75,1540.0,87.15,52.55,144.6,34.35,135.15,22.3,51.0,584.4,19.9,53.0,7.71,2.77,66.6,29.0,18.9,16.5,17.4,82.0,9.09,6.09,15.4,27.5,41.7,34.6,145.0,15.6,338.0,54.1,37.4,6.75,17.0,775.0,73.8,15.1,22.15,31.0,9.2,125.0,109.0,5.3,3.24
2021-04-22,43.2,128.95,640.0,31.5,2.39,83.25,257.5,27.3,109.0,128.75,1527.0,86.2,51.9,143.4,35.4,134.4,22.95,51.2,573.55,20.0,53.2,7.6,2.83,66.8,29.45,18.85,17.1,17.8,79.5,9.0,6.0,15.4,27.5,42.5,34.6,150.0,15.8,341.2,55.2,37.3,6.72,16.8,773.5,72.0,15.15,23.0,31.0,9.5,141.0,106.25,5.3,3.2
2021-04-23,44.3,127.0,641.0,31.15,2.39,83.35,260.5,26.5,109.5,127.25,1520.5,84.3,52.5,139.65,36.65,134.4,22.85,54.2,571.7,19.8,53.8,7.63,2.91,67.3,29.3,18.6,17.2,17.4,79.9,8.99,6.0,20.5,27.5,42.05,34.6,145.0,16.0,340.0,56.95,37.3,6.64,16.7,783.5,72.9,15.1,22.9,30.7,9.0,152.5,108.0,5.32,3.25
2021-04-26,44.5,131.2,641.0,30.95,2.43,86.35,261.5,27.25,114.25,127.0,1504.0,83.05,53.7,139.55,37.1,133.85,23.7,53.8,579.5,19.6,53.0,7.74,3.24,67.5,28.6,18.2,17.2,17.7,79.9,8.85,6.0,19.6,27.5,41.8,34.8,148.0,16.7,333.0,57.1,37.05,7.0,16.95,774.5,73.0,15.0,23.0,32.0,9.0,154.5,111.0,5.48,3.22
2021-04-27,44.85,134.45,640.0,31.15,2.43,87.1,272.5,27.4,119.45,128.0,1526.0,82.95,56.3,140.2,37.0,136.45,23.8,54.2,594.2,19.4,54.5,7.8,3.19,67.9,28.25,18.05,17.1,18.15,77.5,9.05,6.0,19.6,27.0,41.5,34.8,147.0,17.0,328.5,59.35,38.5,6.98,17.0,779.0,75.8,15.0,22.9,32.0,8.8,153.75,111.0,5.37,3.22
2021-04-28,46.15,138.6,650.5,32.25,2.47,87.45,284.0,27.55,121.45,127.0,1534.5,85.75,55.9,148.5,36.95,142.5,24.1,55.1,616.3,19.9,54.6,8.21,3.24,69.0,29.3,18.05,17.4,18.55,77.8,9.05,6.1,19.95,26.5,42.4,34.8,144.0,16.85,330.1,59.7,38.1,6.9,17.0,769.5,75.0,15.1,23.35,32.0,8.8,149.0,113.0,5.39,3.41
2021-04-29,46.6,138.8,640.0,32.5,2.43,85.65,283.0,27.5,119.2,127.75,1587.5,86.7,55.4,147.35,36.95,142.35,23.75,56.2,620.2,20.85,54.0,8.06,3.27,69.0,29.1,18.0,17.5,18.85,78.0,9.22,6.1,19.9,27.0,41.95,34.6,135.0,16.85,347.0,60.4,38.0,6.84,17.1,760.0,75.7,15.0,23.25,31.0,8.8,145.0,112.0,5.4,3.45
2021-04-30,45.85,134.5,640.5,32.35,2.43,86.8,279.5,27.75,116.75,126.5,1601.0,84.0,54.0,147.95,36.35,139.35,23.8,55.0,590.1,21.65,53.6,7.7,3.25,69.0,29.35,17.9,17.2,19.0,78.5,9.5,6.1,19.45,27.2,41.7,34.6,138.0,17.0,347.0,61.65,38.4,6.9,17.45,755.0,75.5,15.0,23.35,30.9,8.9,145.0,112.25,5.42,3.39
2021-05-03,45.4,132.0,639.0,32.15,2.41,87.75,277.0,27.7,115.55,127.0,1597.0,84.6,53.5,147.35,35.5,141.7,23.8,54.8,587.75,22.75,54.6,7.84,3.22,68.0,29.35,18.0,17.4,18.95,76.9,9.5,6.05,19.4,27.2,42.4,34.6,138.0,16.55,347.1,63.7,37.7,6.88,17.4,754.0,73.0,14.9,22.95,30.9,8.9,140.0,111.75,5.3,3.34
2021-05-04,45.1,132.9,647.0,31.4,2.43,89.6,275.0,27.9,114.3,124.0,1573.0,85.0,52.7,145.7,36.6,138.3,23.05,55.1,581.75,22.75,55.0,7.83,3.13,67.0,29.2,18.0,17.4,18.8,77.0,9.35,5.95,19.1,26.25,41.5,34.6,140.0,16.6,345.0,63.3,38.5,6.79,17.0,759.0,71.8,14.6,22.65,30.3,9.3,140.0,111.0,5.3,3.23
2021-05-05,45.35,132.45,650.0,31.35,2.44,89.85,276.5,27.85,115.85,124.0,1581.5,86.5,53.0,144.8,36.55,137.25,22.9,55.1,603.0,22.75,54.4,7.83,3.12,68.0,29.8,17.95,17.5,18.3,77.0,9.4,6.1,19.0,26.05,41.6,34.6,140.0,16.95,351.0,64.0,38.0,6.77,17.0,756.0,70.1,14.55,22.55,31.75,9.3,140.0,109.75,5.26,3.19
2021-05-06,45.55,134.05,685.5,31.5,2.52,94.4,278.5,27.4,117.45,123.25,1592.0,85.9,53.9,141.2,36.05,136.3,23.0,54.8,595.2,22.75,53.1,7.77,3.09,67.1,31.0,17.4,17.1,18.55,77.0,9.6,6.1,18.9,26.05,41.85,35.0,140.0,16.9,350.0,63.5,38.65,6.75,16.95,758.0,71.9,14.7,22.5,30.9,9.3,140.0,108.5,5.24,3.17
2021-05-07,46.9,142.85,709.5,32.4,2.57,99.05,287.0,27.45,123.7,125.0,1598.5,90.85,54.65,147.15,36.7,139.9,24.0,56.7,619.2,23.3,54.1,7.83,3.12,68.3,31.9,17.65,16.95,18.7,78.0,9.5,6.15,19.45,26.05,40.95,35.9,144.0,16.65,348.05,63.0,39.4,6.7,16.85,766.5,72.0,14.75,22.7,31.4,9.3,151.0,107.5,5.29,3.2
2021-05-10,46.1,148.2,724.5,32.4,2.54,104.95,285.5,27.5,124.55,124.0,1582.0,90.4,54.2,145.25,37.25,139.6,23.75,56.2,633.05,24.8,54.1,7.87,3.11,67.5,32.25,17.6,17.45,19.65,80.0,9.75,6.2,19.4,26.05,40.35,35.9,147.0,16.1,351.5,63.5,38.75,6.72,16.9,766.5,71.9,14.5,22.7,30.3,9.35,151.0,104.75,5.4,3.17
2021-05-11,45.7,147.2,716.0,32.2,2.57,103.1,290.0,27.3,122.75,124.75,1568.0,89.75,52.6,148.95,36.65,138.0,23.5,56.1,611.35,23.9,54.0,7.83,3.03,66.6,31.3,17.6,17.4,19.2,80.0,10.5,6.05,19.85,26.55,41.4,33.0,148.0,16.1,340.7,60.9,39.4,6.89,17.1,765.0,70.5,14.5,22.0,30.3,9.2,150.5,103.0,5.35,3.11
2021-05-12,45.05,140.2,714.5,31.6,2.63,99.5,294.5,27.0,120.15,123.5,1587.0,89.0,51.2,154.2,37.2,141.9,23.3,55.3,644.35,22.9,54.8,7.76,2.98,67.5,31.2,17.55,17.35,18.6,77.0,10.5,6.1,20.0,26.65,42.3,33.0,148.0,16.4,342.5,60.3,38.95,6.74,17.1,760.0,71.1,14.45,22.3,31.45,8.5,145.0,104.25,5.3,3.08
2021-05-13,45.9,149.0,696.0,31.55,2.78,99.5,307.0,27.7,125.4,124.25,1598.5,94.85,52.7,158.0,37.2,147.55,23.4,56.7,664.55,23.6,54.8,7.83,3.05,68.0,32.0,17.45,17.35,19.0,77.0,10.45,6.05,20.0,26.65,44.0,33.0,150.0,16.5,352.4,59.8,39.4,6.7,17.2,787.5,72.7,14.7,22.65,31.35,8.5,149.0,107.0,5.35,3.08
2021-05-14,47.75,156.45,696.0,32.45,2.81,106.1,311.5,27.85,130.9,126.5,1634.5,99.0,56.0,162.25,38.15,147.8,24.2,59.1,702.8,23.4,55.0,8.03,3.11,67.5,30.45,17.6,17.45,20.0,78.0,10.8,6.1,19.75,27.0,48.0,33.0,150.0,16.9,354.9,62.55,42.0,6.79,17.25,787.5,74.2,14.85,23.35,31.65,8.85,150.0,109.0,5.39,3.17
2021-05-17,48.45,164.5,683.5,32.85,2.87,117.85,307.0,28.05,136.25,127.5,1639.5,95.85,58.4,162.95,38.0,154.05,24.55,57.4,741.45,23.4,56.5,8.02,3.1,67.9,31.6,18.15,17.4,20.2,75.5,10.6,6.18,19.85,26.0,51.5,33.65,165.0,16.8,354.9,64.95,40.95,6.74,17.3,772.0,73.3,14.8,23.9,31.0,8.85,150.0,109.0,5.33,3.16
2021-05-18,48.45,162.3,680.5,32.05,2.85,112.05,312.5,27.7,135.0,126.5,1630.5,97.0,59.8,171.45,36.95,153.85,24.2,57.9,752.5,23.05,56.0,7.88,3.01,68.3,31.7,20.95,17.5,19.7,76.0,10.25,6.15,19.85,27.15,58.5,33.65,154.0,16.5,354.0,62.75,40.0,6.74,17.3,769.0,73.4,14.75,23.9,30.7,8.5,141.0,108.0,5.4,3.17
2021-05-19,48.9,160.7,685.5,32.2,2.86,108.7,322.5,27.65,134.95,130.25,1630.5,96.55,58.8,172.05,36.5,151.2,24.0,59.0,735.9,22.9,57.0,7.89,3.0,67.5,30.3,20.45,17.55,18.8,76.0,10.25,6.18,19.85,27.05,61.55,33.65,156.75,16.5,355.0,62.3,39.4,6.9,17.25,769.5,73.0,14.75,23.85,30.6,8.5,145.0,109.25,5.3,3.13
2021-05-20,49.95,169.9,697.0,32.6,2.95,111.7,321.5,27.7,139.35,133.5,1669.5,97.5,60.25,171.45,36.6,152.75,23.95,59.7,744.1,22.75,58.0,7.95,3.1,68.5,30.15,20.2,17.5,19.0,76.0,10.25,6.24,20.2,27.05,60.05,33.5,160.0,16.5,364.0,63.05,39.3,6.74,17.5,768.5,73.8,14.95,24.3,30.6,8.5,145.0,113.0,5.34,3.23
2021-05-21,48.45,168.9,704.0,32.35,2.93,108.3,318.5,28.45,135.15,133.0,1667.5,96.8,59.1,171.75,36.3,150.0,24.0,58.6,734.25,22.4,57.5,7.95,2.97,68.7,28.9,19.9,17.35,18.9,77.8,10.25,6.24,20.1,27.05,63.75,33.5,160.0,16.5,365.0,61.8,39.2,6.69,17.5,763.0,75.7,15.1,24.5,30.6,8.9,145.0,110.25,5.3,3.22
2021-05-26,48.1,168.05,712.5,34.05,2.87,105.85,318.5,29.95,136.9,131.0,1684.5,97.15,59.5,171.9,37.2,145.7,25.3,59.4,740.2,22.3,58.2,7.94,3.25,68.8,27.5,19.8,17.8,19.75,78.0,10.3,6.2,20.5,29.0,61.65,35.0,159.0,16.7,375.0,61.2,39.75,6.8,17.85,748.0,77.2,15.1,24.4,30.5,8.9,145.0,110.75,5.44,3.2
2021-05-27,50.0,174.9,761.5,34.95,2.96,102.05,330.0,30.85,139.3,132.0,1729.0,96.55,60.75,183.95,38.5,148.55,26.2,60.0,746.55,22.5,62.5,8.26,3.38,67.5,28.8,19.8,18.55,21.0,79.0,11.0,6.34,20.45,29.0,58.0,35.0,155.0,16.8,373.95,60.8,39.8,6.8,18.15,760.0,79.6,15.0,25.45,30.5,8.8,141.5,112.0,5.42,3.49
2021-05-28,51.9,181.8,744.0,35.85,3.02,102.3,330.0,31.25,145.4,140.75,1756.0,100.35,63.05,187.35,38.7,153.0,26.45,62.5,762.6,23.4,65.7,8.43,3.52,71.2,29.0,20.2,19.0,21.3,79.0,11.0,6.35,20.7,29.1,57.0,34.0,155.0,16.7,376.25,61.85,42.5,6.85,18.3,765.0,83.5,15.8,25.75,30.8,9.0,145.0,115.75,5.59,3.74
2021-05-31,52.7,190.5,736.5,36.4,3.04,100.65,326.5,30.95,145.15,146.25,1757.0,98.3,62.85,189.25,40.15,152.2,26.35,63.4,749.95,25.0,65.9,8.39,3.53,71.2,29.3,20.25,19.1,21.6,78.5,11.1,6.45,20.9,29.0,63.35,35.5,150.0,16.7,367.5,63.2,44.0,6.85,18.75,785.0,85.6,16.75,26.7,31.35,9.3,149.0,119.5,5.61,3.85
2021-06-01,51.6,192.45,736.5,39.0,3.15,105.4,328.5,31.25,150.5,149.5,1745.0,106.6,65.3,189.8,42.8,164.8,27.5,61.5,800.3,25.1,66.5,8.67,3.43,72.9,29.6,20.45,19.95,22.25,80.4,11.7,6.8,20.9,31.0,61.55,35.5,150.0,17.3,391.9,65.0,45.4,6.85,19.45,798.0,85.6,16.8,26.45,32.0,9.4,150.0,121.0,5.65,3.85
2021-06-02,52.9,203.65,753.0,40.15,3.17,110.35,333.5,32.6,150.9,151.5,1821.5,110.85,68.7,191.5,45.9,169.95,28.1,64.2,816.5,25.75,65.8,8.93,3.45,73.9,30.1,20.2,20.1,22.6,80.0,11.9,6.9,20.5,31.05,59.65,35.0,150.0,17.4,424.3,67.8,46.8,7.53,19.8,790.0,87.3,16.95,25.9,31.65,9.1,150.0,121.0,5.65,3.73
2021-06-03,54.5,206.5,749.5,41.35,3.15,115.75,337.0,34.5,157.0,152.5,1899.5,113.2,71.3,189.9,47.1,176.35,28.4,66.2,850.95,25.45,71.4,9.23,3.55,74.5,30.25,20.9,20.2,22.95,82.0,11.85,6.95,20.4,31.05,59.8,35.0,160.0,17.5,450.25,71.0,46.7,7.73,19.4,794.0,86.6,16.8,27.5,32.5,9.1,141.0,121.5,5.55,3.68
2021-06-04,56.6,211.15,758.5,43.3,3.19,112.2,335.0,36.1,164.85,151.0,1937.5,113.8,75.05,195.6,49.5,178.45,29.45,69.0,888.25,26.25,74.8,9.81,3.71,78.8,31.1,21.8,21.6,25.0,82.0,12.0,6.9,20.25,31.05,69.95,35.0,152.0,17.55,460.0,67.9,48.15,8.1,20.85,785.0,88.3,17.35,29.3,34.2,8.73,143.0,126.0,5.73,3.87
2021-06-07,56.0,213.9,787.5,45.2,3.17,120.45,349.0,41.3,169.1,156.5,1964.5,117.05,77.1,208.15,50.3,181.45,30.4,67.2,950.05,26.2,78.6,10.0,3.65,79.9,31.4,22.9,24.65,26.45,84.5,11.8,7.3,20.3,33.05,67.1,34.1,154.25,17.75,495.3,68.65,48.45,8.38,22.8,818.0,90.3,16.95,32.3,35.55,8.95,145.0,127.0,5.95,4.03
2021-06-08,55.2,210.0,763.0,44.2,3.08,115.15,356.0,42.1,161.6,150.75,1956.0,116.15,72.8,208.5,51.2,175.45,31.05,66.9,909.1,25.8,77.0,9.9,3.6,79.0,31.05,22.3,25.55,26.4,86.0,11.8,7.35,19.7,36.55,63.5,34.0,153.0,17.5,482.3,67.5,48.15,8.0,23.85,818.0,89.5,16.55,32.2,34.5,9.0,143.0,123.75,5.78,3.99
2021-06-09,56.9,224.3,757.0,46.6,3.13,118.6,364.0,45.75,169.0,157.0,1989.0,115.7,76.0,216.0,53.1,185.65,33.25,68.6,910.5,27.5,79.0,10.35,3.73,81.5,32.0,23.0,28.2,29.0,85.0,12.0,7.6,20.2,39.0,65.0,35.0,150.5,17.7,480.0,69.4,48.9,8.0,29.65,902.0,91.5,17.0,33.8,35.5,9.01,143.0,127.0,6.15,4.15
2021-06-10,57.0,223.45,744.0,46.3,3.3,116.8,363.5,41.8,170.6,156.5,1986.5,114.15,74.05,215.9,50.3,186.0,31.65,67.9,932.15,27.65,79.6,10.15,3.66,79.2,32.3,22.9,30.0,27.85,85.0,12.45,7.8,20.15,39.25,66.0,35.5,155.0,17.55,470.0,67.8,52.8,8.19,30.5,908.0,90.5,16.9,34.0,36.5,9.48,143.0,128.0,5.95,4.23
2021-06-11,57.4,211.6,746.5,44.7,3.27,114.6,363.0,42.25,162.8,151.0,1978.0,109.85,73.15,204.7,50.5,176.65,31.4,68.7,878.95,26.7,78.4,10.15,3.59,79.0,31.35,22.25,28.5,27.45,86.0,12.5,7.9,20.1,39.0,64.4,35.5,160.0,17.4,440.0,66.15,55.0,8.25,29.0,894.0,88.4,16.95,33.7,35.8,9.6,143.0,126.75,5.78,4.1
2021-06-14,58.3,214.3,748.5,45.15,3.35,116.9,373.0,43.5,164.65,157.25,1993.5,112.2,75.55,202.0,51.1,174.85,33.35,70.1,891.15,27.1,81.0,10.15,3.53,77.7,31.65,22.0,29.05,28.9,87.9,12.75,8.0,20.15,39.0,64.5,36.5,162.0,18.3,460.0,68.9,55.0,8.25,29.2,918.0,88.5,17.05,35.5,36.2,9.5,143.0,129.5,6.0,4.0
